"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Washington","WA","I3","Is there a named statewide employee award program with a public web page?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Washington has a named statewide program - the Productivity Board employee suggestion and teamwork incentive programs, paying up to 10 percent of first-year savings capped at $10,000 - but all four sos.wa.gov Productivity Board pages returned HTTP 403 across I2 and I3. WAC 383-06 was opened and scored for I2, but a rule chapter is not the program's public web page, which is what I3 asks for. Named and statutory; the program page was never read."
"Washington DC","DC","I3","Is there a named statewide employee award program with a public web page?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","No named District-wide employee award program could be identified or opened. DCHR's incentive-awards material lives in District Personnel Manual Chapter 19, where each agency determines its own awards - closer to an agency-by-agency framework than a single named program - and edpm.dc.gov returned HTTP 520 on three attempts, dcrules.elaws.us HTTP 503 twice, and the DCHR issuance PDF undecodable binary. DC is COULDNT_CHECK on all three indicators."
"West Virginia","WV","I3","Is there a named statewide employee award program with a public web page?","20","NO","0","http://www.wvlegislature.gov/Joint/EMPSUG/esab.cfm","West Virginia Employee Suggestion Award Board - dormant","OFFICIAL","2021","2026-07-31","Board page shows no meeting later than September 2021 and cites no authority","1","Confirmed dormant rather than assumed. The named program - the West Virginia Public Employee Suggestion Program under the Employee Suggestion Award Board - exists in rule (CSR 147-01, effective 2009) but its enabling statute W. Va. Code 5A-1A-1 was repealed in 2025 by SB738, the board's own legislative page shows no activity since September 2021, and the Division of Personnel publishes no recognition program. A dormant board with a repealed statute is not a live named program with a public program page. West Virginia is NO on all three indicators - the only state in that position."
"Wisconsin","WI","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","http://dpm.wi.gov/Pages/HR_Admin/VirginiaHartAwards_AboutAward.aspx","Virginia Hart Special Recognition Award - Division of Personnel Management","OFFICIAL","UNDATED","2026-07-31","""The award seeks to recognize individual's who share the following qualities: esteem from peers; acceptance of responsibility beyond the limits of the nominee's job description""","4","Named statewide award running annually since 1984, administered by the State Council on Affirmative Action within DPM, open to all individuals employed in state government with nominations from anyone. Wisconsin also has the statutory Employee Suggestion Program under Wis. Stat. 230.48 (I1 YES)."
"Wyoming","WY","I3","Is there a named statewide employee award program with a public web page?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","A named program exists - the Suggestion Award Program under a Suggestion Award Board, open to active and retired executive-branch employees with monetary and nonmonetary awards under W.S. 9-2-1034 - and it is codified as Wyoming Administrative Code agency 006 sub-agency 0005, but no text could be opened: regulations.justia.com HTTP 403, law.cornell.edu served a directory index, and rules.wyo.gov is JavaScript-gated. Personnel Rules Chapter 10 Service and Recognition Awards is likewise listed by title only. Same blockage that left Wyoming COULDNT_CHECK on I2."
"Alabama","AL","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Searched Alabama Personnel Department, the Employees' Suggestion Incentive Program (ESIP) materials and governor.alabama.gov. The ESIP guide and form (personnel.alabama.gov/Downloads/ESIPGuide.pdf, ESIPForm.pdf) describe the program but publish no recipients, no cycle dates and no counts. The State Personnel Board minutes PDF (personnel.alabama.gov/LegalNotices/BdMin.pdf) returned undecodable binary and no HTML version exists. The only 2023+ artifact found was the governor's State Employee Recognition Week proclamation, which is I5 evidence, not an honoree list, ceremony or award cycle. No qualifying 2023+ document found."
"Alaska","AK","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://gov.alaska.gov/governor-dunleavy-announces-denali-peak-performance-award-winners/","Governor Dunleavy Announces Denali Peak Performance Award Winners","OFFICIAL","2023-09-08","2026-07-31","Named winners in eight categories: Monroe Mize, Michael Sutton, Jeremy Douse, Mia Kirk and teams","3","Full honoree list for the 2023 Governor's Denali Peak Performance Awards, published on the Governor's own site and dated 2023-09-08, inside the recency floor. Corroborated by doa.alaska.gov/dop/denaliawards/announcement/, which confirms the 2023 nomination cycle ran and closed. All recipients are State of Alaska career employees, so no population trap."
"Arizona","AZ","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Arizona appears to have held a First Annual Governor's Excellence in Government Awards recognizing state employees and agencies, but every candidate state page refused retrieval: des.az.gov/featured-story/des-recognized-multiple-programs-gov-hobbs-excellence-government-awards HTTP 403, aset.az.gov/about/awards-and-accolades HTTP 403, and hr.az.gov and doa.az.gov already returned HTTP 403 across I1-I3. No document was opened, so no point can be awarded and no NO can be recorded. Blocked by HTTP 403 on all az.gov hosts."
"Arkansas","AR","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Searched arkansas.gov, governor.arkansas.gov, the Department of Transformation and Shared Services and the general web for an Arkansas state employee honoree list, ceremony or award cycle dated 2023+. Found only awards failing the population or issuer test: the Governor's Quality Award (31st annual, 2025-10-16) honors organizations including private employers through the Arkansas Institute for Performance Excellence; the Governor's Arts Awards honor artists; the Arkansas District Export Council award is a private body. The only state-employee item located was a pay-increase announcement, which is compensation and not recognition. No qualifying document found."
"California","CA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","http://www.gov.ca.gov/2025/06/20/governor-newsom-honors-public-servants-for-their-heroism/","Governor Newsom honors public servants for their heroism","OFFICIAL","2025-06-20","2026-07-31","11 public servants received the Governor's State Employee Medal of Valor","1","Full honoree list for the 2025 Governor's State Employee Medal of Valor, an award under CalHR's statutory Merit Award Program, naming eleven career state employees from CDCR, CHP, CDPH and Caltrans. Ceremony hosted by CalHR at CHP headquarters on 2025-06-20, inside the recency floor. Two Public Safety Officer Medal of Valor recipients named on the same page were not counted toward this indicator."
"Colorado","CO","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.legistorm.com/stormfeed/view_rss/4596352/organization/98666/title/governor-polis-announces-tom-clements-better-government-award-winners.html","Governor Polis Announces Tom Clements Better Government Award Winners (Colorado Governor's Office press release)","NEWS","2024-05-07","2026-07-31","Polis announced the Tom Clements Award winners, recognizing hardworking state employees","3","Every first-party Colorado Governor's Office URL refused retrieval - colorado.gov/governor/news/7591-, /9666- and governorsoffice.colorado.gov/news/...-0 all HTTP 403, cdhs.colorado.gov HTTP 403, westernslopenow.com HTTP 403. Scored from a verbatim republication of the Governor's Office press release, dated 2024-05-07, which explicitly states the award winners were announced. Recipients are career state employees, satisfying the population test. Marked NEWS rather than OFFICIAL because the host is a third-party aggregator, not a state domain; a later 2025-10-22 cycle also exists but could not be opened."
"Connecticut","CT","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://portal.ct.gov/mac/mac-organizational-information/managers-day/2024-distinguished-managerial-service-award","2024 Distinguished Managerial Service Award","OFFICIAL","2024-10-11","2026-07-31","Three named 2024 recipients: Chris Drake, Brian Sexton, Raffaella Calciano","4","Published honoree list on the state's own Management Advisory Council pages, dated 2024-10-11 at State Managers Day, inside the recency floor. This supersedes the 2020 recipients page found earlier. All three recipients are career state managers at the Secretary of the State, DSS and DPH. The 2025 GreenerGov CT awards ceremony was reviewed and set aside because it honors agencies for sustainability performance rather than employees for service."
"Delaware","DE","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://news.delaware.gov/2025/05/05/governor-matt-meyer-recognizes-state-of-delaware-employees-in-public-service-recognition-week-ceremony/","Governor Matt Meyer Recognizes State of Delaware Employees in Public Service Recognition Week Ceremony","OFFICIAL","2025-05-05","2026-07-31","Governor Meyer hosted the annual Governor's Awards Ceremony honoring Delaware state employees","1","Documented ceremony plus honoree list: six individuals and nine teams recognized on 2025-05-05 across the Delaware Award for Excellence and Commitment in State Service, Governor's Team Excellence Awards, GEAR P3 Trailblazer Award and Delaware Award for Heroism. Official state news domain. A 2026-05-05 successor ceremony release also exists. Note dhr.delaware.gov/training/award/excellence/index.shtml returned HTTP 404, so the DHR recipients page was not usable."
"Florida","FL","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Florida's statewide employee recognition vehicle is the Prudential Productivity Awards, but the program is run by Florida TaxWatch, a private non-profit, which fails the wrong-issuer test, and the honoree pages located were university-issued (hr.ufl.edu, news.fsu.edu, ucf.edu), which fails it as well. Searched for a state-issued equivalent: dms.myflorida.com renders via JavaScript and returned navigation only across I1-I3, and the only state-agency honoree document opened was a Florida DEP govdelivery bulletin confirming a Tallahassee awards ceremony but dated 2015-03-13, well below the 2023 recency floor. No qualifying state-issued 2023+ document found."
"Georgia","GA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","4","Opened team.georgia.gov/service-awards/ (Faithful Service Awards): it states roughly 13,000 employees are recognized annually but is entirely undated, with no year, no cycle dates and no year-specific count, so it cannot satisfy a recency floor. Opened doas.ga.gov/human-resources-administration/state-employee-recognition-week-2025 and team.georgia.gov/all-news/2024-state-employee-recognition-week: both are observance proclamations and agency celebration suggestions, explicitly describing no formal awards program or ceremony - that is I5/I6 material. Opened team.georgia.gov/all-news/state-georgias-annual-workforce-report: no award counts by fiscal year. Agency-level ceremonies exist (Dept. of Community Supervision, 2025-10-21) but are not the statewide program. No dated statewide honoree list, ceremony or cycle found."
"Hawaii","HI","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://governor.hawaii.gov/main/governors-awards-recognize-outstanding-state-employees-and-teams/","Governor's Awards Recognize Outstanding State Employees and Teams","OFFICIAL","2024-10-01","2026-07-31","Named 2024 Employee, Manager and Team of the Year; ceremony Sept 24 2024","4","Governor's office release opened and read; names 2024 State Employee of the Year Heidi Taogoshi, Manager Joanna Seto and a Team of the Year, all Executive Branch career state employees, from a Sept 24 2024 Capitol ceremony. DHRD Incentive and Service Awards program page itself carries no honoree list."
"Idaho","ID","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No honoree list or ceremony documentation located","4","Searched site:idaho.gov employee recognition award, dhr.idaho.gov, employee.idaho.gov and gov.idaho.gov; the only artifacts are a 2024 Employee Recognition Toolkit PDF (guidance for agencies, no honorees) and a 2024 Public Employee Recognition Week proclamation. Idaho Medal of Achievement is a civilian honor, wrong population. No named statewide employee award program exists, so no cycle results to publish."
"Illinois","IL","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Suggestion Award Board page lists no recipients or cycle results","4","Read gov.illinois.gov/sgsab.html (State Government Suggestion Award Board) in full: program rules and a suggestion form only, no recipients, no ceremony, no dated cycle. Searched illinois.gov news for state employee award ceremonies 2023-2025; Order of Lincoln honors private citizens for professional achievement (wrong population) and the Law Enforcement Medal of Honor mixes municipal and county officers (wrong population), so neither qualifies."
"Indiana","IN","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.in.gov/idoc/staff-portal/home/2024-governors-public-service-achievement-awards/","IDOC Staff Portal: 2024 Governor's Public Service Achievement Awards","OFFICIAL","2024","2026-07-31","Photo gallery documenting the 2024 Governor's Public Service Achievement Awards ceremony","1","State-run in.gov page documenting the 2024 edition of the statewide Governor's Public Service Achievement Awards for State of Indiana employees, with roughly 40 ceremony photographs. Program is administered by the State Personnel Department and recognizes career state employees and teams."
"Iowa","IA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No state employee award ceremony or honoree list found","4","Searched iowa.gov and DAS for a state employee recognition ceremony or honoree list 2023-2025. Everything located fails the population test: Governor's Volunteer Awards (volunteers), Governor's Arts Awards (artists and private citizens), and Sullivan Brothers/Governor's Lifesaving Awards (mixed local and municipal responders). No named statewide career-employee award program exists in Iowa, consistent with the I3 finding."
"Kansas","KS","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.wibw.com/2024/04/22/state-employees-recognized-kansas-capitol-40-50-years-service/","State employees recognized at Kansas Capitol for 40 and 50 years of service","NEWS","2024-04-22","2026-07-31","Governor Kelly hosted Capitol ceremony honoring 40- and 50-year state employees","4","The Kansas Department of Administration's own announcement page rendered only navigation and cookie chrome, so the ceremony is scored from a news report that explicitly states the event was held: Governor Kelly and Administration Secretary Adam Proffitt hosted a Capitol ceremony on April 22 2024 honoring career state employees with 40 and 50 years of service, each receiving a certificate. Population is career state employees; issuer of the event is the state."
"Kentucky","KY","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2203","Gov. Beshear Presents 2024 Governor's Ambassador Awards","OFFICIAL","2024-06-04","2026-07-31","Six state employees and one team honored in Capitol Rotunda; 110+ nominations","1","Official kentucky.gov release read in full: a June 4 2024 Capitol Rotunda ceremony naming six career state employees (Carder, Keaton, Campbell, Dunn, Queen, Turner) plus KSP Post 13 as Team award winner, from more than 110 nominations administered by the Personnel Cabinet. This is a published honoree list and a documented cycle. KESS itself publishes no recipient list."
"Louisiana","LA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide honoree list or ceremony found","4","Searched Louisiana State Civil Service and the Governor's office for a statewide ceremony or honoree list; the Employee Spotlight page was read and carries only 2018-2021 features with no award cycle, and the only Governor's artifact is a State Employee Recognition Week proclamation. The Dunbar Award was rejected as instructed (private Louisiana Civil Service League issuer, municipal employees included). An agency-level ceremony WAS found - the Louisiana State Police annual awards and promotions ceremony dated 2025-05-13 at lsp.org, naming Trooper of the Year Tyler Evans and others - but it is rejected as sub-statewide, consistent with the Georgia DOC rejection in the prior batch."
"Maine","ME","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Statewide Employee Suggestion Awards Program publishes no recipients or cycle results","4","Read the Bureau of Human Resources Employee Suggestion Program page in full: eligibility rules and processing deadlines only, no recipients, no ceremony, no dated cycle. Searched the Governor's office newsroom and proclamations; its Governor's Awards go to businesses (Business Excellence) and volunteers (Volunteer Maine Service Awards), both wrong population. An agency-level ceremony WAS found - the Maine Judicial Branch employee recognition and longevity awards luncheon dated 2025-07-16 at courts.maine.gov, naming recipients in six categories - but it is rejected as sub-statewide, covering only Judicial Branch staff."
"Maryland","MD","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide honoree list or ceremony found at DBM or the Governor's newsroom","4","Searched dbm.maryland.gov and the Governor Moore newsroom for a statewide employee award ceremony or honoree list dated 2023 or later; the only relevant artifact is a State Employee Recognition Day proclamation, which is an I5 artifact and not a ceremony or honoree list, and COMAR 17.04.10 remained unreadable. Governor's Service Awards go to volunteers, wrong population. An agency-level ceremony WAS found - the Maryland State Police ceremony dated 2025-04-16 at news.maryland.gov with 142 recipients - but it is rejected as sub-statewide and it also included allied non-state responders."
"Massachusetts","MA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","COULDNT_CHECK","0","https://www.mass.gov/info-details/2025-commonwealth-employee-performance-recognition-program-prp-recap","2025 Commonwealth Employee Performance Recognition Program (PRP) Recap","NONE","2025","2026-07-31","MISSING","1","Every mass.gov URL attempted returned HTTP 403 Forbidden (2025 PRP recap, 2024 recap, 41st ceremony photo gallery), and a targeted news search for the October 29 2025 ceremony surfaced no non-mass.gov outlet explicitly reporting it, so the artifact could not be opened and read."
"Michigan","MI","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Searches for a Michigan statewide career-employee award ceremony returned only the Governor's Service Awards (2024 and 2025), which honor volunteers, businesses and nonprofits and fail the population scope trap, plus an agency-only Michigan State Police annual awards item; no statewide state-employee honoree list or award cycle was found."
"Minnesota","MN","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Searches of mn.gov, MMB and the Governor's office found only agency-level recognition (MnDOT Achievement Award policy, DOC policy 103.0195, MNIT internal awards) and no statewide honoree list or dated statewide award ceremony for state employees."
"Mississippi","MS","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.mspb.ms.gov/news/mspb-calls-excellence-government-awards-nominations","MSPB Calls For Excellence In Government Awards Nominations","OFFICIAL","2024","2026-07-31","Lists prior recipients 2012-2024 including Willie McKercher (State 2024)","1","MSPB page dated 2025-08-04 opens the 2025 nomination cycle and publishes the honoree list through 2024, including state-employee recipient Willie McKercher of the Department of Environmental Quality; recency floor met on the 2024 honoree."
"Missouri","MO","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://training.oa.mo.gov/erp/","Governor's Award for Quality and Productivity - Employee Recognition Programs","OFFICIAL","2025","2026-07-31","2025 Winning Teams program plus 2025 award presentation ceremony gallery","4","Office of Administration page lists Award Presentation Programs by year through 2025 (2025-winners.pdf, 2024-winners.pdf) and ceremony photo galleries, documenting an annual award cycle for state employee teams well within the recency floor."
"Montana","MT","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://news.mt.gov/Governors-Office/Governor_Gianforte_Recognizes_State_Employees_with_Governors_Awards_for_Excellence_in_Performance","Governor Gianforte Recognizes State Employees with Governor's Awards for Excellence in Performance","OFFICIAL","2025-10-27","2026-07-31","259 state employees plus 4 Outstanding Service Award recipients recognized","1","Governor's office release dated 2025-10-27 documents the 34th annual ceremony in Helena and gives a count of 259 career state employees recognized, satisfying the count-based form of I4."
"Nebraska","NE","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://das.nebraska.gov/personnel/teammate/recognition.html","Nebraska DAS: Personnel Employee Recognition","OFFICIAL","2025","2026-07-31","2025 Excellence in State Service and Excellence in Leadership programs posted","4","DAS Personnel recognition page posts dated ceremony programs for Excellence in State Service and Excellence in Leadership for 2022 through 2025 (2025 program dated 10/23/2025) plus a 2026 schedule, documenting a continuing statewide award cycle for career state employees."
"Nevada","NV","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","COULDNT_CHECK","0","https://hr.nv.gov/Boards/MeritAward/Merit_Award_Board","Merit Award Board - Nevada Division of Human Resource Management","NONE","2022-09","2026-07-31","MISSING","4","The only honoree-style artifact on the live Merit Award Board page is a Suggestion Log dated September 2022, which predates the floor; the November 4 2025 agenda PDF and the legislative budget account 1345 PDF both returned undecodable binary PDF content, so no 2023-or-later award grant could be read."
"New Hampshire","NH","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Searches for a New Hampshire statewide employee award ceremony or honoree list returned only an agency-level NH State Police annual awards ceremony and unrelated private/county awards; das.nh.gov returns HTTP 403 but no statewide honoree list or dated award cycle appeared in any state source."
"New Jersey","NJ","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.nj.gov/defender/media/news/20250506_2025_SERD_Honorees.shtml","2025 State Employee Recognition Day Award Honorees","OFFICIAL","2025-05-07","2026-07-31","Named honorees received Governor's Team of Excellence Award at May 7 2025 ceremony","1","State of New Jersey page names 2025 State Employee Recognition Day honorees and documents the May 7 2025 statewide ceremony at the War Memorial in Trenton; used in place of the nj.gov/csc PDFs, which return undecodable binary."
"New Mexico","NM","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","1","Searched state.nm.us/spo and governor.nm.gov for a statewide employee award ceremony or honoree list; only found the Governor's Awards for Excellence in the ARTS (wrong population) and private Top Workplaces coverage, no dated state-employee ceremony of any year."
"New York","NY","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","4","Opened cs.ny.gov/esp (Employee Suggestion Program) which gives only a cumulative since-1946 total with no dated cycle or honoree list, and the 2025 Hochul PSRW release which documents no award ceremony; the 2025 'Best of New York' awards were rejected as an ITS-agency-scope and private-conference program."
"North Carolina","NC","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://oshr.nc.gov/2025GAE","2025 Governor's Awards for Excellence","OFFICIAL","2025","2026-07-31","Congratulations to the 2025 Governor's Awards for Excellence winners!","1","Office of State Human Resources page names 2025 honorees across six categories, including individual and team awards for career state employees."
"North Dakota","ND","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.governor.nd.gov/news/armstrong-strinden-present-2025-governors-awards-excellence-public-service","Armstrong, Strinden present 2025 Governor's Awards for Excellence in Public Service","OFFICIAL","2025-09-29","2026-07-31","Governor presented 2025 awards to state agency team members at a ceremony.","3","cose.nd.gov does not resolve as noted, so the Governor's office newsroom was used instead; the release is dated September 29, 2025 and names state employee teams."
"Ohio","OH","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","1","The das.ohio.gov Governor's Award for Employee Excellence page 404s, and searches of das.ohio.gov and governor.ohio.gov returned no dated honoree list or ceremony for state employees; the only Ohio hits were the Governor's Inclusive Employer Award (private employers) and Ohio State University staff awards."
"Oklahoma","OK","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","2023","2026-07-31","NONE","1","The only ceremony documentation found is agency-scoped (OMES 2023 blog post recognizing OMES staff and Service Oklahoma's internal awards), which fails the statewide requirement; no statewide Oklahoma employee honoree list or ceremony dated 2023 or later was found."
"Oregon","OR","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.oregon.gov/das/hr/pages/serd.aspx","Department of Administrative Services: State Employee Recognition Day","OFFICIAL","2026","2026-07-31","Page links 2023 through 2026 Public Service Ambassador rosters.","4","DAS Chief Human Resources Office page publishes annual Ambassadors of Public Service rosters for 2023, 2024, 2025 and 2026, clearing the recency floor."
"Pennsylvania","PA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.pa.gov/governor/newsroom/2025-press-releases/gov-shapiro-honors-commonwealth-employees-for-remarkable-achieve","Gov. Shapiro Honors Commonwealth Employees for Remarkable Achievements","OFFICIAL","2025-06-24","2026-07-31","Governor recognized Commonwealth employees from nine agencies with Governor's Awards for Excellence.","1","The pa.gov/agencies/oa/gae program page shows only the 2026 nomination window, so the June 24, 2025 Governor's newsroom release documenting the awards ceremony was used as the qualifying artifact."
"Rhode Island","RI","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","4","Searched hr.ri.gov and governor.ri.gov; the Career Awards Program is mentioned only as an administrative function of Talent Management with no program page, no honoree list and no dated ceremony in any year."
"South Carolina","SC","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","4","admin.sc.gov devolves employee reward and recognition to individual agencies with a $50 cap and publishes no statewide cycle; the only dated 2025 items found were agency-internal (Workers' Compensation Commission, DSS employee of the month) and were rejected as agency scope."
"South Dakota","SD","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.sdpb.org/business-economics/2025-02-12/rhoden-seeks-nominations-for-2025-governors-awards-of-excellence","Rhoden seeks nominations for 2025 Governor's Awards of Excellence","NEWS","2024","2026-07-31","Names 2024 winners Smykle Rath Johnson and Barnes with photo accepting the award","1","Re-opened and re-read at coordinator request. The article's headline announces the 2025 nomination window in future tense (they'll recognize finalists at a special celebration), which alone would not qualify; however the same article separately names the four 2024 Governor's Awards of Excellence winners in past tense by name and department (Shaina Smykle, Social Services, Safety; Mark Rath, Ag and Natural Resources, Leadership; Tina Johnson, Labor and Regulation, Service; Mike Barnes, Game Fish and Parks, Innovation) with a photo of Smykle accepting the 2024 award. YES is therefore scored on that published 2024 honoree list, not on the 2025 nomination opening, and source_date is corrected from 2025-02-12 to 2024. The state's own page bhr.sd.gov/gov-awards 302-redirects to sd.gov/bhra, which is JS-rendered and returned only navigation and a Loading message."
"Tennessee","TN","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.tn.gov/governor/about-bill-lee/governor-s-excellence-in-service-awards/2025-fall-recipients.html","Governor's Excellence in Service Awards - 2025 Fall Recipients","OFFICIAL","2025","2026-07-31","Rob Thomas Department of Agriculture named a 2025 Fall recipient","4","Original source replaced at coordinator request. The tn.gov/hr calendar rows scored previously were notices of future Employee Suggestion Award Program Board meetings (2026-08-19 and 2026-11-10), which document a mechanism rather than a completed cycle, and no 2023-or-later ESAP determination, recipient or annual count could be found on tn.gov or in TSEA coverage. A different and stronger artifact was located instead: the Governor's Excellence in Service Awards, whose landing page carries dated recipient pages for Spring and Fall of 2022 through 2025. The 2025 Fall recipients page was opened and names career state employees by department, satisfying the published honoree list prong within the recency floor."
"Texas","TX","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No qualifying Texas artifact found","1","Searched for the State Employee Incentive Program and for any statewide Texas state-employee recognition ceremony on comptroller.texas.gov, fmx.cpa.texas.gov, twc.texas.gov, gov.texas.gov and sao.texas.gov; no live state page listing honorees or documenting a 2023-or-later award cycle was found. State Auditor report 24-703 was opened and covers FTE classification only, not awards. Scope traps applied: Texas A&M-Commerce and other university staff-award pages rejected as wrong issuer, TWC Employer Awards rejected as wrong population (private employers), City of Baytown rejected as municipal."
"Utah","UT","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://governor.utah.gov/press/news-release-gov-cox-honors-state-employees-with-2025-governors-awards-for-excellence","NEWS RELEASE: Gov. Cox honors state employees with 2025 Governor's Awards for Excellence","OFFICIAL","2025-11-04","2026-07-31","Twenty-five state employees were recognized today with the 2025 Governor's Awards for Excellence","1","Governor's office press release opened and read; dated November 4 2025 and states twenty-five executive-branch state employees were recognized across seven categories, satisfying both the honoree-count and ceremony prongs of I4."
"Vermont","VT","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","COULDNT_CHECK","0","https://aoa.vermont.gov/state-vermont-public-service-recognition-awards","State of Vermont Public Service Recognition Awards","NONE","UNDATED","2026-07-31","Could not load page to verify ceremony year","4","Every candidate source returned HTTP 403 Forbidden: aoa.vermont.gov awards page, vtrans.vermont.gov/public-service, dail.vermont.gov honoree story, humanresources.vermont.gov merit awards, governor.vermont.gov press release, and the Vermont Business Magazine mirror at vermontbiz.com. Search snippets referenced 2024 and 2025 statewide ceremonies but protocol forbids scoring from a snippet, so this is COULDNT_CHECK rather than YES or NO."
