jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
Washington,I3_ENTRY_RENT,1729.08,USD_monthly,2024,OEWS24+FMR25,https://www.bls.gov/oes/tables.htm | https://www.huduser.gov/portal/datasets/fmr.html,oesm24st.zip | FY25_FMRs_revised.xlsx,"FMR: FY25_FMRs_revised.xlsx sheet 'FY25_FMRs_revised', 39 rows for stusps='WA' (sheet rows 4493-4531), columns fmr_1 weighted by pop2022. OEWS: oesm24st/state_M2024_dl.xlsx - per-occupation cell addresses in work/i3_occupations.csv",FOUND,M1 independent re-extraction (both files parsed twice); M2 range validation FMR 500-3500 and A_PCT10 18000-90000,VERIFIED,2026-08-04T19:25:10Z,"raw_value = population-weighted mean 1-bedroom FMR, USD_monthly. FMR rows=39, total pop2022 weight=7,688,545, unweighted fmr_1 spread $711-$2293. Entry-wage components (3 of 3 occupations available): 43-4061=FOUND A_PCT10=48680 TOT_EMP=4320; 33-3012=FOUND A_PCT10=62930 TOT_EMP=6470; 13-2081=FOUND A_PCT10=54890 TOT_EMP=870. Employment-weighted mean of the available A_PCT10 values is a Phase 4 scoring step and is NOT computed here. M1 FMR=VERIFIED; M2 rent: Washington FMR1BR: 1729.0765593490055 in [500, 3500]. FMR aggregation (Decision 3): population-weighted mean of fmr_1 across all FMR rows for the jurisdiction, weighted by HUD's own pop2022 field at exactly the FMR geography. No join to Census county estimates - this is what reaches the sub-county town rows and resolves the Connecticut legacy-county vs planning-region mismatch. NOTE: 2022 population weights are applied to a FY2025 rent index. Applied identically to all jurisdictions; no unweighted or Census-weighted fallback. Anchor-year exception (documented): HUD FY2025 FMRs are the rents published during calendar 2024 and are the 2024-anchored rent measure."
West Virginia,I3_ENTRY_RENT,796.62,USD_monthly,2024,OEWS24+FMR25,https://www.bls.gov/oes/tables.htm | https://www.huduser.gov/portal/datasets/fmr.html,oesm24st.zip | FY25_FMRs_revised.xlsx,"FMR: FY25_FMRs_revised.xlsx sheet 'FY25_FMRs_revised', 55 rows for stusps='WV' (sheet rows 4532-4586), columns fmr_1 weighted by pop2022. OEWS: oesm24st/state_M2024_dl.xlsx - per-occupation cell addresses in work/i3_occupations.csv",FOUND,M1 independent re-extraction (both files parsed twice); M2 range validation FMR 500-3500 and A_PCT10 18000-90000,VERIFIED,2026-08-04T19:25:10Z,"raw_value = population-weighted mean 1-bedroom FMR, USD_monthly. FMR rows=55, total pop2022 weight=1,792,955, unweighted fmr_1 spread $649-$1253. Entry-wage components (3 of 3 occupations available): 43-4061=FOUND A_PCT10=37010 TOT_EMP=290; 33-3012=FOUND A_PCT10=39990 TOT_EMP=2640; 13-2081=FOUND A_PCT10=28930 TOT_EMP=330. Employment-weighted mean of the available A_PCT10 values is a Phase 4 scoring step and is NOT computed here. M1 FMR=VERIFIED; M2 rent: West Virginia FMR1BR: 796.6242069655959 in [500, 3500]. FMR aggregation (Decision 3): population-weighted mean of fmr_1 across all FMR rows for the jurisdiction, weighted by HUD's own pop2022 field at exactly the FMR geography. No join to Census county estimates - this is what reaches the sub-county town rows and resolves the Connecticut legacy-county vs planning-region mismatch. NOTE: 2022 population weights are applied to a FY2025 rent index. Applied identically to all jurisdictions; no unweighted or Census-weighted fallback. Anchor-year exception (documented): HUD FY2025 FMRs are the rents published during calendar 2024 and are the 2024-anchored rent measure."
Wisconsin,I3_ENTRY_RENT,954.86,USD_monthly,2024,OEWS24+FMR25,https://www.bls.gov/oes/tables.htm | https://www.huduser.gov/portal/datasets/fmr.html,oesm24st.zip | FY25_FMRs_revised.xlsx,"FMR: FY25_FMRs_revised.xlsx sheet 'FY25_FMRs_revised', 72 rows for stusps='WI' (sheet rows 4587-4658), columns fmr_1 weighted by pop2022. OEWS: oesm24st/state_M2024_dl.xlsx - per-occupation cell addresses in work/i3_occupations.csv",FOUND,M1 independent re-extraction (both files parsed twice); M2 range validation FMR 500-3500 and A_PCT10 18000-90000,VERIFIED,2026-08-04T19:25:10Z,"raw_value = population-weighted mean 1-bedroom FMR, USD_monthly. FMR rows=72, total pop2022 weight=5,882,115, unweighted fmr_1 spread $711-$1381. Entry-wage components (3 of 3 occupations available): 43-4061=FOUND A_PCT10=37420 TOT_EMP=1870; 33-3012=FOUND A_PCT10=52670 TOT_EMP=6290; 13-2081=FOUND A_PCT10=49800 TOT_EMP=470. Employment-weighted mean of the available A_PCT10 values is a Phase 4 scoring step and is NOT computed here. M1 FMR=VERIFIED; M2 rent: Wisconsin FMR1BR: 954.8566196002628 in [500, 3500]. FMR aggregation (Decision 3): population-weighted mean of fmr_1 across all FMR rows for the jurisdiction, weighted by HUD's own pop2022 field at exactly the FMR geography. No join to Census county estimates - this is what reaches the sub-county town rows and resolves the Connecticut legacy-county vs planning-region mismatch. NOTE: 2022 population weights are applied to a FY2025 rent index. Applied identically to all jurisdictions; no unweighted or Census-weighted fallback. Anchor-year exception (documented): HUD FY2025 FMRs are the rents published during calendar 2024 and are the 2024-anchored rent measure."
Wyoming,I3_ENTRY_RENT,828.38,USD_monthly,2024,OEWS24+FMR25,https://www.bls.gov/oes/tables.htm | https://www.huduser.gov/portal/datasets/fmr.html,oesm24st.zip | FY25_FMRs_revised.xlsx,"FMR: FY25_FMRs_revised.xlsx sheet 'FY25_FMRs_revised', 23 rows for stusps='WY' (sheet rows 4659-4681), columns fmr_1 weighted by pop2022. OEWS: oesm24st/state_M2024_dl.xlsx - per-occupation cell addresses in work/i3_occupations.csv",FOUND,M1 independent re-extraction (both files parsed twice); M2 range validation FMR 500-3500 and A_PCT10 18000-90000,VERIFIED,2026-08-04T19:25:10Z,"raw_value = population-weighted mean 1-bedroom FMR, USD_monthly. FMR rows=23, total pop2022 weight=577,925, unweighted fmr_1 spread $711-$1194. Entry-wage components (3 of 3 occupations available): 43-4061=FOUND A_PCT10=47070 TOT_EMP=350; 33-3012=FOUND A_PCT10=43160 TOT_EMP=850; 13-2081=FOUND A_PCT10=51540 TOT_EMP=60. Employment-weighted mean of the available A_PCT10 values is a Phase 4 scoring step and is NOT computed here. M1 FMR=VERIFIED; M2 rent: Wyoming FMR1BR: 828.3791841501925 in [500, 3500]. FMR aggregation (Decision 3): population-weighted mean of fmr_1 across all FMR rows for the jurisdiction, weighted by HUD's own pop2022 field at exactly the FMR geography. No join to Census county estimates - this is what reaches the sub-county town rows and resolves the Connecticut legacy-county vs planning-region mismatch. NOTE: 2022 population weights are applied to a FY2025 rent index. Applied identically to all jurisdictions; no unweighted or Census-weighted fallback. Anchor-year exception (documented): HUD FY2025 FMRs are the rents published during calendar 2024 and are the 2024-anchored rent measure."
Alabama,I4_RETIREMENT,6.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.6, Appendix A row 'Alabama ERS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Alabama' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Alabama ERS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB'). EMPLOYEE CONTRIBUTION (R4)=6.0% = 6.0. R2/R3: 'State employees hired on or after 1/1/13 contribute 6.0%'. M1=VERIFIED; M2: Alabama EE rate: 6.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Alaska,I4_RETIREMENT,8.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.6, Appendix A row 'Alaska PERS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Alaska' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Alaska PERS'. SOCIAL SECURITY (refined R6, Decision 6)=NOT_COVERED (source column reads 'No'; rule outcome: plain No with no exception clause). DEFAULT PLAN TYPE (R5)=DC (source clause: 'DC for all new hires since 7/1/06'). EMPLOYEE CONTRIBUTION (R4)=8.0% = 8.0. R2: 2024 hire falls in the post-7/1/06 DC tier, 'employee contribution rate of 8.0%'. M1=VERIFIED; M2: Alaska EE rate: 8.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Arizona,I4_RETIREMENT,12.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.6, Appendix A row 'Arizona SRS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Arizona' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Arizona SRS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB for teachers, state employees, and most non-public safety local government employees'). EMPLOYEE CONTRIBUTION (R4)=12.0% = 12.0. Arizona Public Safety Personnel excluded under R3. Arizona SRS rate '12.0%'. M1=VERIFIED; M2: Arizona EE rate: 12.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Arkansas,I4_RETIREMENT,,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.6, Appendix A row 'Arkansas PERS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Arkansas' entry",COULDNT_CHECK,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",NOT_VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Arkansas PERS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB'). EMPLOYEE CONTRIBUTION (R4)=UNRESOLVABLE. R4d UNRESOLVABLE: rate is '6.0% for those hired since 7/1/05, increasing annually by 0.25% over an eight-year period beginning FY 23, resulting in 7.0% effective FY 30.' The escalation schedule's 2024 value is not printed; computing it would be derivation. M1=VERIFIED; M2: rate unresolvable under R4d - not range-checked. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
California,I4_RETIREMENT,,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.6, Appendix A row 'California PERF' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'California' entry",COULDNT_CHECK,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",NOT_VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='California PERF'. SOCIAL SECURITY (refined R6, Decision 6)=PARTIAL (source column reads 'Both'; rule outcome: 'Both' - coverage is split within the plan itself). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB except CB for community college employees (fewer than one percent of workers)'). EMPLOYEE CONTRIBUTION (R4)=UNRESOLVABLE. R4d UNRESOLVABLE: for the R2 tier the source gives only a range - 'Members hired since 1/1/13 must contribute at least one-half of the plan's normal cost, and contribute between 4.0% and 15.25%, depending on the employee classification and benefits offered.' The '8.0% for most state employees' figure is not tier-specific. No endpoint is selected and no average is taken. M1=VERIFIED; M2: rate unresolvable under R4d - not range-checked. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Colorado,I4_RETIREMENT,11.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.7, Appendix A row 'Colorado State' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Colorado' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Colorado State (PERA State division)'. SOCIAL SECURITY (refined R6, Decision 6)=NOT_COVERED (source column reads 'No'; rule outcome: plain No with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB for state employees except optional DC for new hires on or after 1/1/06'). EMPLOYEE CONTRIBUTION (R4)=11.0% = 11.0. R1: Colorado Affiliated Local, Local Government and Fire & Police Statewide excluded as local/safety. R5: DC is 'optional', so DB is the default. Rate 'for School and State plan members are 11.0%'; the 13.0% state-trooper figure excluded under R3; the +/-0.5% risk-sharing band excluded under R4a as contingent. M1=VERIFIED; M2: Colorado EE rate: 11.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Connecticut,I4_RETIREMENT,6.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.7, Appendix A row 'Connecticut SERS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Connecticut' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Connecticut SERS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=HYBRID (source clause: 'DB-DC hybrid for state employees hired since 7/1/17'). EMPLOYEE CONTRIBUTION (R4)=6.0% = 5.0 + 1.0. R2: post-6/30/17 tier. R4a: 'contribute 5.0% ... plus 1.0% to the DC portion of the plan' - both paid by default. The 7.0% public-safety figure excluded under R3; the contingent additional contribution of up to 2.0% under the risk-sharing provision excluded under R4a. M1=VERIFIED; M2: Connecticut EE rate: 6.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Delaware,I4_RETIREMENT,5.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.7, Appendix A row 'Delaware State Employees' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Delaware' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Delaware State Employees'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DB (source clause: 'DB'). EMPLOYEE CONTRIBUTION (R4)=5.0% = 5.0. R4b: 'Employees hired since 1/1/12 contribute 5.0% of pay above $6,000'. Stated percentage recorded; the $6,000 floor is noted and NOT used to adjust the rate. M1=VERIFIED; M2: Delaware EE rate: 5.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
District of Columbia,I4_RETIREMENT,,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.None, Appendix A row 'no general-employee state system in the Contributions Brief' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'District of Columbia' entry",COULDNT_CHECK,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",NOT_VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='no general-employee state system in the Contributions Brief'. SOCIAL SECURITY (refined R6, Decision 6)=UNRESOLVABLE (source column reads 'absent'; rule outcome: no general-employee row in the source). DEFAULT PLAN TYPE (R5)=DC (source clause: 'DB for teachers and public safety personnel; DC for general employees'). EMPLOYEE CONTRIBUTION (R4)=UNRESOLVABLE. R1 FAILS: the Contributions Brief lists only 'DC Police & Fire' and 'DC Teachers', both excluded under R1/R3. NASRA covers state retirement systems and D.C.'s is not one, so there is no general-employee row and hence no contribution rate and no Social Security determination. NASRA_PLANTYPE DOES resolve the plan type (DC for general employees) and it is recorded here, but R7 makes the indicator COULDNT_CHECK because two of the three facts are absent from the source. M1=FAILED; M2: rate unresolvable under R4d - not range-checked. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Florida,I4_RETIREMENT,3.0,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.7, Appendix A row 'Florida RS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Florida' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Florida RS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=DC (source clause: 'Optional DB or DC; DC has been the default option for new hires since 1/1/18'). EMPLOYEE CONTRIBUTION (R4)=3.0% = 3.0. R5: a default is explicitly named ('DC has been the default option for new hires since 1/1/18'), so DC is taken rather than CHOICE. Rate '3.0%'. M1=VERIFIED; M2: Florida EE rate: 3.0 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
Georgia,I4_RETIREMENT,6.25,percent_of_salary,2024 (anchor); source vintage Oct-Dec 2025 - see notes,NASRA+NASRA_PLANTYPE,https://www.nasra.org/contributionsbrief | https://www.nasra.org/plandesign,NASRAContribBrief.pdf | NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf,"NASRAContribBrief.pdf p.7, Appendix A row 'Georgia ERS' (columns 'Employee Contribution Rate' and 'Social Security Coverage'); NASRA_Overview_Primary_Retirement_Benefit_Plan_Type.pdf p.1, 'Georgia' entry",FOUND,"M1 independent re-extraction (both PDFs re-parsed, plan name and entry re-confirmed verbatim); M2 range validation 0-20 percent",VERIFIED,2026-08-04T19:25:13Z,"PLAN (R1)='Georgia ERS'. SOCIAL SECURITY (refined R6, Decision 6)=COVERED (source column reads 'Yes'; rule outcome: plain Yes with no exception clause). DEFAULT PLAN TYPE (R5)=HYBRID (source clause: 'DB-DC hybrid for state workers hired since 2008'). EMPLOYEE CONTRIBUTION (R4)=6.25% = 1.25 + 5.0. R4a: '1.25% to the DB and the hybrid plan' plus 'The default employee contribution to the DC component of the hybrid plan ... is 5.0% for those hired since 7/1/14'. The DC component is opt-out-able within 90 days, so 6.25% is the DEFAULT rate for a 2024 new hire taking no action, which is the reading R4a specifies. Georgia Teachers excluded under R1. M1=VERIFIED; M2: Georgia EE rate: 6.25 in [0, 20]. raw_unit 'percent_of_salary' is outside the spec's listed unit enum, which has no percent member; recorded as the source expresses it, not converted. ANCHOR-YEAR DEVIATION (approved, uniform): NASRA Contributions Brief is the November 2025 edition with rates in effect October 2025; NASRA plan-type overview updated December 2025. Applied identically to every jurisdiction. The anchor-year rule prevents reference years drifting between states; a single off-anchor vintage applied uniformly creates no cross-state incomparability. Disclosed uniform deviation, not mixed vintages. D.C. is COULDNT_CHECK for I4 in the full build: NASRA covers state retirement systems and D.C.'s is not one (zero mentions in the Contributions Brief)."
